,Cell,Louvain_Stage,Annotation_Stage
1295,cell_1964,0,
1296,cell_1965,0,
1297,cell_1966,0,
1298,cell_1967,0,
1299,cell_1968,2,
1300,cell_1971,1,
1301,cell_1972,0,
1302,cell_1973,2,
1303,cell_1974,0,
1304,cell_1975,1,
1305,cell_1977,1,
1306,cell_1978,2,
1307,cell_1979,3,
1308,cell_1981,1,
1309,cell_1983,0,
1310,cell_1985,0,
1311,cell_1986,0,
1312,cell_1988,1,
1313,cell_1989,0,
1314,cell_1990,0,
1315,cell_1992,3,
1316,cell_1993,2,
1317,cell_1994,2,
1318,cell_1995,3,
1319,cell_1996,0,
1320,cell_1997,1,
1321,cell_1999,1,
1322,cell_2000,1,
1323,cell_2001,1,
1324,cell_2004,1,
1325,cell_2006,2,
1326,cell_2008,0,
1327,cell_2009,1,
1328,cell_2010,0,
1329,cell_2011,1,
1330,cell_2013,0,
1331,cell_2014,0,
1332,cell_2015,1,
1333,cell_2016,0,
1334,cell_2017,0,
1335,cell_2018,1,
1336,cell_2019,1,
1337,cell_2020,0,
1338,cell_2021,0,
1339,cell_2022,1,
1340,cell_2024,0,
1341,cell_2025,0,
1342,cell_2026,2,
1343,cell_2027,2,
1344,cell_2028,1,
1345,cell_2029,0,
1346,cell_2030,0,
1347,cell_2031,1,
1348,cell_2032,1,
1349,cell_2033,1,
1350,cell_2034,1,
1351,cell_2035,0,
1352,cell_2037,2,
1353,cell_2038,1,
1354,cell_2040,2,
1355,cell_2041,0,
1356,cell_2042,1,
1357,cell_2044,2,
1358,cell_2045,1,
1359,cell_2046,1,
1360,cell_2047,3,
1361,cell_2048,0,
1362,cell_2049,3,
1363,cell_2050,0,
1364,cell_2052,2,
1365,cell_2056,0,
1366,cell_2058,1,
1367,cell_2059,1,
1368,cell_2062,0,
1369,cell_2063,0,
1370,cell_2064,2,
1371,cell_2065,1,
1372,cell_2066,0,
1373,cell_2068,0,
1374,cell_2069,1,
1375,cell_2070,2,
1376,cell_2072,1,
1377,cell_2073,1,
1378,cell_2074,1,
1379,cell_2075,0,
1380,cell_2076,3,
1381,cell_2078,0,
1382,cell_2079,1,
1383,cell_2080,0,
1384,cell_2081,3,
1385,cell_2082,0,
1386,cell_2083,0,
1387,cell_2084,1,
1388,cell_2085,0,
1389,cell_2088,2,
1390,cell_2090,0,
1391,cell_2091,1,
1392,cell_2093,1,
1393,cell_2094,0,
1394,cell_2095,0,
1395,cell_2096,0,
1396,cell_2097,0,
1397,cell_2098,1,
1398,cell_2099,2,
1399,cell_2100,0,
1400,cell_2101,3,
1401,cell_2102,0,
1402,cell_2103,0,
1403,cell_2104,0,
1404,cell_2106,0,
1405,cell_2108,1,
1406,cell_2109,0,
1407,cell_2110,1,
1408,cell_2111,1,
1409,cell_2112,1,
1410,cell_2114,0,
1411,cell_2115,0,
1412,cell_2116,1,
1413,cell_2117,0,
1414,cell_2118,0,
1415,cell_2119,1,
1416,cell_2120,0,
1417,cell_2121,2,
1418,cell_2122,1,
1419,cell_2124,2,
1420,cell_2125,1,
1421,cell_2126,0,
1422,cell_2127,0,
1423,cell_2128,0,
1424,cell_2129,3,
1425,cell_2130,0,
1426,cell_2131,2,
1427,cell_2133,0,
1428,cell_2134,1,
1429,cell_2135,0,
1430,cell_2136,3,
1431,cell_2137,0,
1432,cell_2138,0,
1433,cell_2139,2,
1434,cell_2140,0,
1435,cell_2141,0,
1436,cell_2142,1,
1437,cell_2143,2,
1438,cell_2145,1,
1439,cell_2146,3,
1440,cell_2148,0,
1441,cell_2149,0,
1442,cell_2150,0,
1443,cell_2151,2,
1444,cell_2152,2,
1445,cell_2153,0,
1446,cell_2156,2,
1447,cell_2157,0,
1448,cell_2158,1,
1449,cell_2159,0,
1450,cell_2160,0,
1451,cell_2161,0,
1452,cell_2163,1,
1453,cell_2165,2,
1454,cell_2167,1,
1455,cell_2169,1,
1456,cell_2170,1,
1457,cell_2171,1,
1458,cell_2173,0,
1459,cell_2174,0,
1460,cell_2175,2,
1461,cell_2176,0,
1462,cell_2177,3,
1463,cell_2178,0,
1464,cell_2179,0,
1465,cell_2180,2,
1466,cell_2181,3,
1467,cell_2182,0,
1468,cell_2183,1,
1469,cell_2184,2,
1470,cell_2185,2,
1471,cell_2186,1,
1472,cell_2187,0,
1473,cell_2188,2,
1474,cell_2189,1,
1475,cell_2190,0,
1476,cell_2191,2,
1477,cell_2192,1,
1478,cell_2194,1,
1479,cell_2195,0,
1480,cell_2197,2,
1481,cell_2198,0,
1482,cell_2199,0,
1483,cell_2200,0,
1484,cell_2202,0,
1485,cell_2203,1,
1486,cell_2205,3,
1487,cell_2206,0,
1488,cell_2208,2,
1489,cell_2209,0,
1490,cell_2211,2,
1491,cell_2212,0,
1492,cell_2213,0,
1493,cell_2214,1,
1494,cell_2215,1,
1495,cell_2216,2,
1496,cell_2218,2,
1497,cell_2219,0,
1498,cell_2220,1,
1499,cell_2221,2,
1500,cell_2223,0,
1501,cell_2224,0,
1502,cell_2225,0,
1503,cell_2226,0,
1504,cell_2227,0,
1505,cell_2228,0,
1506,cell_2229,0,
1507,cell_2230,3,
1508,cell_2231,1,
1509,cell_2232,1,
1510,cell_2233,2,
1511,cell_2234,1,
1512,cell_2235,2,
1513,cell_2236,0,
1514,cell_2238,0,
1515,cell_2240,0,
1516,cell_2241,2,
1517,cell_2242,0,
1518,cell_2243,0,
1519,cell_2244,2,
1520,cell_2245,0,
1521,cell_2246,3,
1522,cell_2249,0,
1523,cell_2250,0,
1524,cell_2251,0,
1525,cell_2253,0,
1526,cell_2254,2,
1527,cell_2255,3,
1528,cell_2256,2,
1529,cell_2258,0,
1530,cell_2259,1,
1531,cell_2260,1,
1532,cell_2261,0,
1533,cell_2262,0,
1534,cell_2263,1,
1535,cell_2264,0,
1536,cell_2265,2,
1537,cell_2266,0,
1538,cell_2267,0,
1539,cell_2268,0,
1540,cell_2269,0,
1541,cell_2270,2,
1542,cell_2271,0,
1543,cell_2272,0,
1544,cell_2273,3,
1545,cell_2274,0,
1546,cell_2275,1,
1547,cell_2277,3,
1548,cell_2278,3,
1549,cell_2279,2,
1550,cell_2280,3,
1551,cell_2281,1,
1552,cell_2282,1,
1553,cell_2283,0,
1554,cell_2284,1,
1555,cell_2285,2,
1556,cell_2286,1,
1557,cell_2287,0,
1558,cell_2288,2,
1559,cell_2289,0,
1560,cell_2290,0,
1561,cell_2291,1,
1562,cell_2292,0,
1563,cell_2295,1,
1564,cell_2296,0,
1565,cell_2297,0,
1566,cell_2298,0,
1567,cell_2299,1,
1568,cell_2300,0,
1569,cell_2301,0,
1570,cell_2302,1,
1571,cell_2303,0,
1572,cell_2304,0,
1573,cell_2306,1,
1574,cell_2307,1,
1575,cell_2308,0,
1576,cell_2310,0,
1577,cell_2311,1,
1578,cell_2312,3,
1579,cell_2313,0,
1580,cell_2314,0,
1581,cell_2315,1,
1582,cell_2317,0,
1583,cell_2318,3,
1584,cell_2319,1,
1585,cell_2320,0,
1586,cell_2321,1,
1587,cell_2324,0,
1588,cell_2325,0,
1589,cell_2327,0,
1590,cell_2328,1,
1591,cell_2329,1,
1592,cell_2330,0,
1593,cell_2331,0,
1594,cell_2332,0,
1595,cell_2333,0,
1596,cell_2336,1,
1597,cell_2337,0,
1598,cell_2338,0,
1599,cell_2339,1,
1600,cell_2340,1,
1601,cell_2341,0,
1602,cell_2342,0,
1603,cell_2343,3,
1604,cell_2345,1,
1605,cell_2346,0,
1606,cell_2347,0,
1607,cell_2348,0,
1608,cell_2350,0,
1609,cell_2351,2,
1610,cell_2352,0,
1611,cell_2354,1,
1612,cell_2355,0,
1613,cell_2358,0,
1614,cell_2360,1,
1615,cell_2362,0,
1616,cell_2363,0,
1617,cell_2364,0,
1618,cell_2365,0,
1619,cell_2366,2,
1620,cell_2367,0,
1621,cell_2368,1,
1622,cell_2369,0,
1623,cell_2370,0,
1624,cell_2371,3,
1625,cell_2372,3,
1626,cell_2373,0,
1627,cell_2374,1,
1628,cell_2375,1,
1629,cell_2376,0,
1630,cell_2377,0,
1631,cell_2379,0,
1632,cell_2380,1,
1633,cell_2381,0,
1634,cell_2382,0,
1635,cell_2383,2,
1636,cell_2384,1,
1637,cell_2385,0,
1638,cell_2386,0,
1639,cell_2387,0,
1640,cell_2388,1,
1641,cell_2389,1,
1642,cell_2390,1,
1643,cell_2392,0,
1644,cell_2393,2,
1645,cell_2394,0,
1646,cell_2395,3,
1647,cell_2396,0,
1648,cell_2397,2,
1649,cell_2398,1,
1650,cell_2399,1,
1651,cell_2400,0,
1652,cell_2401,2,
1653,cell_2402,2,
1654,cell_2403,0,
1655,cell_2404,2,
1656,cell_2405,3,
1657,cell_2406,2,
1658,cell_2407,1,
1659,cell_2408,0,
1660,cell_2409,0,
1661,cell_2410,2,
1662,cell_2411,3,
1663,cell_2412,2,
1664,cell_2414,0,
1665,cell_2415,0,
1666,cell_2417,0,
1667,cell_2419,0,
1668,cell_2422,0,
1669,cell_2423,0,
1670,cell_2424,0,
1671,cell_2425,2,
1672,cell_2426,1,
1673,cell_2427,0,
1674,cell_2428,0,
1675,cell_2429,1,
1676,cell_2430,0,
1677,cell_2431,0,
1678,cell_2432,0,
1679,cell_2434,0,
1680,cell_2435,0,
1681,cell_2436,0,
1682,cell_2437,2,
1683,cell_2438,1,
1684,cell_2439,2,
1685,cell_2440,1,
1686,cell_2441,1,
1687,cell_2442,1,
1688,cell_2443,0,
1689,cell_2444,2,
1690,cell_2445,0,
1691,cell_2447,0,
1692,cell_2448,1,
1693,cell_2449,0,
1694,cell_2451,0,
1695,cell_2452,2,
1696,cell_2453,1,
1697,cell_2454,0,
1698,cell_2455,3,
1699,cell_2456,0,
1700,cell_2457,3,
1701,cell_2458,0,
1702,cell_2459,3,
1703,cell_2460,3,
1704,cell_2461,1,
1705,cell_2462,0,
1706,cell_2464,0,
1707,cell_2467,0,
1708,cell_2468,0,
1709,cell_2469,1,
1710,cell_2470,1,
1711,cell_2471,1,
1712,cell_2472,1,
1713,cell_2473,0,
1714,cell_2474,1,
1715,cell_2475,0,
1716,cell_2476,0,
1717,cell_2477,0,
1718,cell_2479,2,
1719,cell_2480,1,
1720,cell_2481,0,
1721,cell_2482,0,
1722,cell_2484,1,
1723,cell_2485,0,
1724,cell_2486,2,
1725,cell_2487,2,
1726,cell_2488,0,
1727,cell_2491,0,
1728,cell_2492,0,
1729,cell_2493,0,
1730,cell_2494,1,
1731,cell_2496,1,
1732,cell_2497,2,
1733,cell_2498,3,
1734,cell_2499,1,
1735,cell_2500,1,
1736,cell_2501,0,
1737,cell_2502,2,
1738,cell_2504,2,
1739,cell_2506,0,
1740,cell_2507,0,
1741,cell_2508,0,
1742,cell_2509,0,
1743,cell_2510,1,
1744,cell_2511,0,
1745,cell_2512,1,
1746,cell_2513,0,
1747,cell_2514,3,
1748,cell_2515,0,
1749,cell_2516,2,
1750,cell_2519,0,
1751,cell_2520,0,
1752,cell_2521,1,
1753,cell_2522,0,
1754,cell_2524,2,
1755,cell_2525,0,
1756,cell_2527,0,
1757,cell_2528,2,
1758,cell_2529,0,
1759,cell_2530,0,
1760,cell_2531,1,
1761,cell_2532,0,
1762,cell_2533,2,
1763,cell_2534,0,
1764,cell_2535,0,
1765,cell_2537,2,
1766,cell_2538,1,
1767,cell_2539,0,
1768,cell_2540,0,
1769,cell_2541,1,
1770,cell_2542,2,
1771,cell_2543,0,
1772,cell_2544,0,
1773,cell_2545,0,
1774,cell_2546,0,
1775,cell_2547,0,
1776,cell_2548,3,
1777,cell_2549,1,
1778,cell_2550,0,
1779,cell_2551,2,
1780,cell_2552,3,
1781,cell_2553,2,
1782,cell_2554,0,
1783,cell_2555,0,
1784,cell_2556,0,
1785,cell_2557,2,
1786,cell_2558,0,
1787,cell_2559,0,
1788,cell_2560,1,
1789,cell_2561,0,
1790,cell_2562,0,
1791,cell_2563,0,
1792,cell_2564,0,
1793,cell_2565,2,
1794,cell_2566,0,
1795,cell_2567,0,
1796,cell_2569,1,
1797,cell_2570,1,
1798,cell_2571,0,
1799,cell_2572,0,
1800,cell_2573,0,
1801,cell_2575,2,
1802,cell_2577,3,
1803,cell_2578,0,
1804,cell_2579,0,
1805,cell_2580,2,
1806,cell_2581,0,
1807,cell_2582,2,
1808,cell_2583,0,
1809,cell_2584,2,
1810,cell_2585,0,
1811,cell_2586,0,
1812,cell_2587,1,
1813,cell_2588,1,
1814,cell_2589,3,
1815,cell_2590,1,
1816,cell_2591,1,
1817,cell_2592,0,
1818,cell_2593,0,
1819,cell_2595,1,
1820,cell_2598,0,
1821,cell_2601,3,
1822,cell_2602,2,
1823,cell_2603,1,
1824,cell_2604,1,
1825,cell_2605,0,
1826,cell_2606,0,
1827,cell_2607,0,
1828,cell_2608,0,
1829,cell_2609,2,
1830,cell_2611,2,
1831,cell_2613,0,
1832,cell_2616,0,
1833,cell_2617,0,
1834,cell_2618,2,
1835,cell_2619,3,
1836,cell_2620,0,
1837,cell_2622,0,
1838,cell_2624,2,
1839,cell_2625,1,
1840,cell_2627,0,
1841,cell_2628,0,
1842,cell_2629,0,
1843,cell_2630,1,
1844,cell_2631,0,
1845,cell_2632,0,
1846,cell_2633,1,
1847,cell_2634,1,
1848,cell_2635,2,
1849,cell_2636,1,
1850,cell_2637,0,
1851,cell_2641,0,
1852,cell_2642,0,
1853,cell_2643,1,
1854,cell_2644,0,
1855,cell_2646,2,
1856,cell_2647,2,
1857,cell_2648,0,
1858,cell_2649,2,
1859,cell_2650,0,
1860,cell_2651,0,
1861,cell_2652,1,
1862,cell_2653,1,
1863,cell_2654,0,
1864,cell_2655,1,
1865,cell_2656,0,
1866,cell_2657,0,
1867,cell_2658,1,
1868,cell_2659,2,
1869,cell_2660,12,
1870,cell_2661,5,
1871,cell_2662,9,
1872,cell_2663,0,
1873,cell_2664,8,
1874,cell_2665,4,
1875,cell_2666,11,
1876,cell_2667,8,
1877,cell_2668,2,
1878,cell_2669,0,
1879,cell_2671,2,
1880,cell_2672,3,
1881,cell_2673,2,
1882,cell_2674,0,
1883,cell_2675,11,
1884,cell_2676,3,
1885,cell_2677,9,
1886,cell_2678,8,
1887,cell_2679,0,
1888,cell_2681,2,
1889,cell_2682,12,
1890,cell_2683,0,
1891,cell_2685,12,
1892,cell_2686,3,
1893,cell_2687,6,
1894,cell_2688,2,
1895,cell_2689,0,
1896,cell_2691,4,
1897,cell_2692,8,
1898,cell_2693,0,
1899,cell_2694,8,
1900,cell_2695,2,
1901,cell_2696,11,
1902,cell_2697,2,
1903,cell_2698,2,
1904,cell_2699,6,
1905,cell_2700,1,
1906,cell_2701,5,
1907,cell_2703,10,
1908,cell_2704,3,
1909,cell_2705,7,
1910,cell_2707,4,
1911,cell_2708,3,
1912,cell_2709,7,
1913,cell_2710,5,
1914,cell_2711,4,
1915,cell_2712,12,
1916,cell_2713,4,
1917,cell_2714,3,
1918,cell_2715,8,
1919,cell_2716,0,
1920,cell_2717,4,
1921,cell_2718,2,
1922,cell_2719,6,
1923,cell_2720,5,
1924,cell_2722,12,
1925,cell_2723,5,
1926,cell_2724,3,
1927,cell_2725,0,
1928,cell_2726,5,
1929,cell_2727,3,
1930,cell_2728,2,
1931,cell_2729,0,
1932,cell_2730,0,
1933,cell_2731,6,
1934,cell_2732,2,
1935,cell_2733,0,
1936,cell_2734,13,
1937,cell_2735,11,
1938,cell_2736,2,
1939,cell_2737,0,
1940,cell_2739,6,
1941,cell_2740,9,
1942,cell_2741,2,
1943,cell_2742,6,
1944,cell_2743,4,
1945,cell_2744,0,
1946,cell_2745,4,
1947,cell_2746,10,
1948,cell_2747,11,
1949,cell_2748,2,
1950,cell_2749,12,
1951,cell_2750,1,
1952,cell_2751,7,
1953,cell_2752,0,
1954,cell_2753,11,
1955,cell_2754,4,
1956,cell_2755,6,
1957,cell_2756,0,
1958,cell_2757,6,
1959,cell_2758,5,
1960,cell_2759,2,
1961,cell_2760,1,
1962,cell_2761,0,
1963,cell_2762,5,
1964,cell_2764,2,
1965,cell_2765,1,
1966,cell_2766,1,
1967,cell_2767,2,
1968,cell_2768,3,
1969,cell_2769,0,
1970,cell_2770,7,
1971,cell_2771,0,
1972,cell_2772,11,
1973,cell_2773,4,
1974,cell_2774,0,
1975,cell_2775,6,
1976,cell_2776,1,
1977,cell_2777,0,
1978,cell_2778,12,
1979,cell_2779,11,
1980,cell_2780,8,
1981,cell_2781,2,
1982,cell_2782,3,
1983,cell_2784,6,
1984,cell_2785,11,
1985,cell_2786,2,
1986,cell_2787,7,
1987,cell_2788,2,
1988,cell_2789,10,
1989,cell_2791,10,
1990,cell_2792,1,
1991,cell_2793,4,
1992,cell_2794,9,
1993,cell_2795,5,
1994,cell_2796,4,
1995,cell_2797,2,
1996,cell_2798,6,
1997,cell_2799,7,
1998,cell_2800,0,
1999,cell_2801,1,
2000,cell_2802,1,
2001,cell_2803,11,
2002,cell_2804,13,
2003,cell_2805,0,
2004,cell_2806,0,
2005,cell_2807,3,
2006,cell_2808,0,
2007,cell_2809,2,
2008,cell_2810,4,
2009,cell_2811,3,
2010,cell_2812,5,
2011,cell_2813,3,
2012,cell_2814,5,
2013,cell_2815,7,
2014,cell_2816,0,
2015,cell_2817,8,
2016,cell_2818,0,
2017,cell_2819,3,
2018,cell_2821,0,
2019,cell_2822,12,
2020,cell_2823,3,
2021,cell_2824,12,
2022,cell_2825,2,
2023,cell_2826,6,
2024,cell_2827,0,
2025,cell_2828,7,
2026,cell_2829,2,
2027,cell_2830,11,
2028,cell_2831,8,
2029,cell_2833,11,
2030,cell_2834,5,
2031,cell_2835,2,
2032,cell_2836,10,
2033,cell_2837,0,
2034,cell_2838,6,
2035,cell_2840,0,
2036,cell_2842,1,
2037,cell_2843,0,
2038,cell_2844,1,
2039,cell_2845,4,
2040,cell_2846,12,
2041,cell_2847,0,
2042,cell_2848,7,
2043,cell_2849,3,
2044,cell_2850,0,
2045,cell_2851,2,
2046,cell_2852,1,
2047,cell_2853,1,
2048,cell_2854,0,
2049,cell_2855,0,
2050,cell_2856,3,
2051,cell_2857,2,
2052,cell_2858,3,
2053,cell_2860,1,
2054,cell_2861,12,
2055,cell_2862,0,
2056,cell_2863,2,
2057,cell_2864,2,
2058,cell_2865,2,
2059,cell_2866,1,
2060,cell_2867,2,
2061,cell_2868,8,
2062,cell_2869,0,
2063,cell_2871,2,
2064,cell_2872,8,
2065,cell_2873,2,
2066,cell_2874,5,
2067,cell_2875,0,
2068,cell_2876,7,
2069,cell_2877,2,
2070,cell_2878,2,
2071,cell_2879,0,
2072,cell_2880,6,
2073,cell_2881,4,
2074,cell_2882,11,
2075,cell_2883,4,
2076,cell_2884,3,
2077,cell_2885,1,
2078,cell_2886,1,
2079,cell_2887,6,
2080,cell_2889,1,
2081,cell_2890,1,
2082,cell_2891,2,
2083,cell_2892,2,
2084,cell_2894,6,
2085,cell_2895,11,
2086,cell_2896,6,
2087,cell_2897,10,
2088,cell_2898,0,
2089,cell_2899,7,
2090,cell_2900,5,
2091,cell_2901,0,
2092,cell_2902,2,
2093,cell_2903,5,
2094,cell_2904,11,
2095,cell_2905,5,
2096,cell_2906,9,
2097,cell_2907,4,
2098,cell_2908,8,
2099,cell_2909,6,
2100,cell_2910,2,
2101,cell_2911,2,
2102,cell_2912,0,
2103,cell_2913,1,
2104,cell_2914,4,
2105,cell_2915,2,
2106,cell_2916,8,
2107,cell_2917,3,
2108,cell_2919,2,
2109,cell_2920,7,
2110,cell_2921,2,
2111,cell_2922,2,
2112,cell_2923,4,
2113,cell_2925,8,
2114,cell_2926,3,
2115,cell_2927,3,
2116,cell_2929,5,
2117,cell_2930,0,
2118,cell_2931,5,
2119,cell_2932,5,
2120,cell_2933,2,
2121,cell_2934,6,
2122,cell_2935,1,
2123,cell_2936,5,
2124,cell_2938,5,
2125,cell_2939,3,
2126,cell_2940,1,
2127,cell_2941,0,
2128,cell_2942,12,
2129,cell_2943,11,
2130,cell_2944,2,
2131,cell_2945,2,
2132,cell_2946,2,
2133,cell_2947,1,
2134,cell_2948,9,
2135,cell_2949,0,
2136,cell_2950,7,
2137,cell_2951,9,
2138,cell_2952,3,
2139,cell_2953,2,
2140,cell_2954,3,
2141,cell_2955,3,
2142,cell_2956,3,
2143,cell_2957,0,
2144,cell_2958,1,
2145,cell_2959,2,
2146,cell_2960,4,
2147,cell_2961,1,
2148,cell_2962,7,
2149,cell_2963,7,
2150,cell_2965,0,
2151,cell_2966,11,
2152,cell_2967,0,
2153,cell_2968,9,
2154,cell_2969,4,
2155,cell_2970,9,
2156,cell_2971,0,
2157,cell_2972,2,
2158,cell_2973,11,
2159,cell_2974,2,
2160,cell_2975,0,
2161,cell_2976,3,
2162,cell_2977,1,
2163,cell_2978,2,
2164,cell_2979,1,
2165,cell_2980,10,
2166,cell_2981,3,
2167,cell_2982,11,
2168,cell_2983,3,
2169,cell_2984,2,
2170,cell_2986,3,
2171,cell_2987,1,
2172,cell_2988,1,
2173,cell_2989,2,
2174,cell_2990,1,
2175,cell_2991,10,
2176,cell_2992,2,
2177,cell_2993,2,
2178,cell_2994,7,
2179,cell_2995,3,
2180,cell_2996,3,
2181,cell_2997,11,
2182,cell_2998,0,
2183,cell_2999,0,
2184,cell_3000,3,
2185,cell_3001,1,
2186,cell_3002,3,
2187,cell_3003,3,
2188,cell_3004,0,
2189,cell_3005,2,
2190,cell_3006,2,
2191,cell_3007,5,
2192,cell_3008,3,
2193,cell_3009,0,
2194,cell_3010,10,
2195,cell_3011,2,
2196,cell_3012,10,
2197,cell_3013,6,
2198,cell_3014,6,
2199,cell_3015,0,
2200,cell_3016,0,
2201,cell_3017,1,
2202,cell_3019,11,
2203,cell_3020,10,
2204,cell_3021,1,
2205,cell_3022,4,
2206,cell_3023,3,
2207,cell_3025,1,
2208,cell_3026,2,
2209,cell_3027,6,
2210,cell_3028,4,
2211,cell_3029,8,
2212,cell_3030,4,
2213,cell_3031,3,
2214,cell_3032,2,
2215,cell_3033,3,
2216,cell_3034,8,
2217,cell_3035,3,
2218,cell_3036,10,
2219,cell_3037,0,
2220,cell_3038,3,
2221,cell_3039,2,
2222,cell_3040,7,
2223,cell_3041,1,
2224,cell_3042,6,
2225,cell_3043,1,
2226,cell_3044,6,
2227,cell_3045,2,
2228,cell_3046,9,
2229,cell_3047,3,
2230,cell_3048,2,
2231,cell_3049,0,
2232,cell_3050,0,
2233,cell_3051,6,
2234,cell_3052,3,
2235,cell_3053,5,
2236,cell_3054,3,
2237,cell_3055,2,
2238,cell_3056,10,
2239,cell_3058,2,
2240,cell_3059,12,
2241,cell_3060,8,
2242,cell_3061,0,
2243,cell_3062,7,
2244,cell_3063,10,
2245,cell_3064,4,
2246,cell_3065,2,
2247,cell_3066,8,
2248,cell_3067,7,
2249,cell_3068,0,
2250,cell_3069,4,
2251,cell_3070,2,
2252,cell_3071,0,
2253,cell_3072,5,
2254,cell_3073,2,
2255,cell_3074,2,
2256,cell_3076,3,
2257,cell_3077,4,
2258,cell_3078,0,
2259,cell_3079,0,
2260,cell_3080,2,
2261,cell_3081,3,
2262,cell_3082,12,
2263,cell_3083,12,
2264,cell_3084,3,
2265,cell_3085,12,
2266,cell_3086,0,
2267,cell_3087,7,
2268,cell_3088,0,
2269,cell_3089,3,
2270,cell_3090,6,
2271,cell_3091,0,
2272,cell_3092,10,
2273,cell_3093,7,
2274,cell_3094,4,
2275,cell_3095,3,
2276,cell_3096,9,
2277,cell_3097,2,
2278,cell_3098,12,
2279,cell_3099,6,
2280,cell_3100,3,
2281,cell_3101,1,
2282,cell_3102,6,
2283,cell_3103,2,
2284,cell_3105,7,
2285,cell_3106,12,
2286,cell_3107,1,
2287,cell_3109,10,
2288,cell_3110,3,
2289,cell_3111,2,
2290,cell_3112,2,
2291,cell_3113,11,
2292,cell_3114,1,
2293,cell_3115,11,
2294,cell_3116,8,
2295,cell_3117,11,
2296,cell_3118,8,
2297,cell_3119,13,
2298,cell_3120,1,
2299,cell_3121,9,
2300,cell_3122,0,
2301,cell_3123,3,
2302,cell_3124,3,
2303,cell_3125,10,
2304,cell_3126,4,
2305,cell_3127,2,
2306,cell_3128,7,
2307,cell_3129,3,
2308,cell_3130,12,
2309,cell_3131,0,
2310,cell_3132,0,
2311,cell_3133,2,
2312,cell_3134,5,
2313,cell_3135,2,
2314,cell_3136,3,
2315,cell_3138,1,
2316,cell_3139,4,
2317,cell_3140,3,
2318,cell_3141,2,
2319,cell_3142,3,
2320,cell_3143,12,
2321,cell_3144,8,
2322,cell_3145,0,
2323,cell_3146,2,
2324,cell_3147,3,
2325,cell_3148,8,
2326,cell_3149,7,
2327,cell_3150,9,
2328,cell_3151,1,
2329,cell_3152,4,
2330,cell_3153,3,
2331,cell_3154,1,
2332,cell_3155,6,
2333,cell_3156,3,
2334,cell_3157,0,
2335,cell_3158,5,
2336,cell_3159,2,
2337,cell_3160,9,
2338,cell_3161,1,
2339,cell_3162,7,
2340,cell_3163,2,
2341,cell_3164,6,
2342,cell_3165,9,
2343,cell_3166,0,
2344,cell_3167,12,
2345,cell_3168,3,
2346,cell_3169,0,
2347,cell_3170,3,
2348,cell_3171,7,
2349,cell_3172,3,
2350,cell_3173,1,
2351,cell_3174,7,
2352,cell_3175,7,
2353,cell_3176,2,
2354,cell_3177,2,
2355,cell_3178,3,
2356,cell_3179,1,
2357,cell_3181,4,
2358,cell_3182,1,
2359,cell_3183,2,
2360,cell_3184,1,
2361,cell_3185,0,
2362,cell_3186,6,
2363,cell_3187,0,
2364,cell_3188,4,
2365,cell_3189,1,
2366,cell_3190,6,
2367,cell_3191,10,
2368,cell_3192,1,
2369,cell_3193,2,
2370,cell_3194,7,
2371,cell_3195,1,
2372,cell_3196,8,
2373,cell_3197,3,
2374,cell_3198,2,
2375,cell_3199,1,
2376,cell_3200,0,
2377,cell_3201,6,
2378,cell_3202,1,
2379,cell_3203,9,
2380,cell_3204,4,
2381,cell_3205,7,
2382,cell_3207,5,
2383,cell_3208,9,
2384,cell_3209,3,
2385,cell_3210,2,
2386,cell_3211,2,
2387,cell_3212,8,
2388,cell_3213,3,
2389,cell_3214,8,
2390,cell_3215,2,
2391,cell_3216,2,
2392,cell_3217,0,
2393,cell_3218,7,
2394,cell_3220,2,
2395,cell_3221,1,
2396,cell_3222,8,
2397,cell_3223,2,
2398,cell_3224,0,
2399,cell_3225,4,
2400,cell_3226,8,
2401,cell_3227,0,
2402,cell_3229,12,
2403,cell_3230,2,
2404,cell_3232,1,
2405,cell_3233,10,
2406,cell_3234,11,
2407,cell_3235,2,
2408,cell_3236,4,
2409,cell_3237,0,
2410,cell_3238,0,
2411,cell_3239,0,
2412,cell_3240,8,
2413,cell_3241,2,
2414,cell_3242,12,
2415,cell_3243,11,
2416,cell_3244,11,
2417,cell_3245,9,
2418,cell_3246,2,
2419,cell_3247,12,
2420,cell_3248,2,
2421,cell_3249,7,
2422,cell_3251,9,
2423,cell_3252,5,
2424,cell_3253,2,
2425,cell_3254,2,
2426,cell_3255,3,
2427,cell_3256,0,
2428,cell_3257,3,
2429,cell_3258,12,
2430,cell_3259,11,
2431,cell_3260,2,
2432,cell_3261,1,
2433,cell_3262,2,
2434,cell_3263,8,
2435,cell_3264,11,
2436,cell_3265,6,
2437,cell_3266,10,
2438,cell_3267,8,
2439,cell_3268,8,
2440,cell_3269,7,
2441,cell_3270,2,
2442,cell_3271,2,
2443,cell_3272,0,
2444,cell_3275,2,
2445,cell_3276,3,
2446,cell_3277,0,
2447,cell_3278,3,
2448,cell_3279,2,
2449,cell_3281,12,
2450,cell_3282,2,
2451,cell_3283,7,
2452,cell_3284,5,
2453,cell_3285,6,
2454,cell_3286,6,
2455,cell_3288,12,
2456,cell_3289,1,
2457,cell_3290,11,
2458,cell_3291,8,
